time (us),x(mdps),y(mdps),z(mdps)
1765493936707795,271.25,-1093.75,-96.25,
1765493936710707,376.25,-831.25,-420,
1765493936714002,402.5,-787.5,-306.25,
1765493936717333,542.5,-560,-227.5,
1765493936720666,490,-866.25,-498.75,
1765493936723989,411.25,-796.25,-262.5,
1765493936727417,323.75,-700,-245,
1765493936730859,96.25,-813.75,-385,
1765493936734001,358.75,-770,-455,
1765493936737376,253.75,-1093.75,-455,
1765493936740920,315,-831.25,-498.75,
1765493936744141,630,-1251.25,-420,
1765493936747377,175,-875,-288.75,
1765493936750974,323.75,-778.75,-402.5,
1765493936754333,87.5,-883.75,-280,
1765493936757434,183.75,-971.25,-271.25,
1765493936760756,463.75,-962.5,0,
1765493936764049,472.5,-997.5,-17.5,
1765493936767324,315,-1155,-140,
1765493936770784,245,-918.75,-148.75,
1765493936774042,323.75,-901.25,-385,
1765493936777334,87.5,-997.5,-271.25,
1765493936780696,122.5,-918.75,-525,
1765493936784050,455,-822.5,-140,
1765493936787335,350,-1102.5,-323.75,
1765493936790572,262.5,-997.5,-262.5,
1765493936793963,306.25,-805,-52.5,
1765493936797378,805,-918.75,-96.25,
1765493936800697,603.75,-918.75,-78.75,
1765493936804005,551.25,-770,-236.25,
1765493936807364,376.25,-612.5,-262.5,
1765493936810571,70,-1023.75,-140,
1765493936814084,533.75,-1041.25,-17.5,
1765493936818017,577.5,-1286.25,-551.25,
1765493936820625,148.75,-1102.5,-472.5,
1765493936823931,630,-805,-148.75,
1765493936827332,332.5,-813.75,-498.75,
1765493936830628,271.25,-962.5,-288.75,
1765493936833976,315,-717.5,-516.25,
1765493936837323,192.5,-787.5,-411.25,
1765493936841088,236.25,-1041.25,-507.5,
1765493936844323,455,-1006.25,-17.5,
1765493936847598,735,-901.25,-17.5,
1765493936850785,140,-892.5,-192.5,
1765493936854001,210,-857.5,-87.5,
1765493936857282,560,-673.75,-428.75,
1765493936860708,621.25,-892.5,-148.75,
1765493936864045,367.5,-848.75,-507.5,
1765493936867290,446.25,-840,-577.5,
1765493936870708,253.75,-770,-350,
1765493936873979,428.75,-796.25,-350,
1765493936877334,533.75,-778.75,-332.5,
1765493936880712,210,-910,-288.75,
1765493936884001,630,-813.75,-183.75,
1765493936887376,463.75,-866.25,-857.5,
1765493936890629,682.5,-953.75,-595,
1765493936893933,271.25,-673.75,-560,
1765493936897407,612.5,-997.5,-411.25,
1765493936900671,-8.75,-770,-507.5,
1765493936904001,253.75,-533.75,-630,
1765493936907456,131.25,-411.25,-656.25,
1765493936910772,140,-980,-498.75,
1765493936913983,437.5,-1085,-341.25,
1765493936917334,402.5,-647.5,-385,
1765493936920732,656.25,-630,-402.5,
1765493936924334,-245,-717.5,-70,
1765493936927406,551.25,-945,-262.5,
1765493936930710,183.75,-805,-122.5,
1765493936934001,297.5,-516.25,-236.25,
1765493936937338,280,-700,-271.25,
1765493936940631,227.5,-831.25,-227.5,
1765493936944167,595,-910,-516.25,
1765493936947378,192.5,-743.75,-341.25,
1765493936950667,262.5,-717.5,-498.75,
1765493936953947,385,-988.75,-350,
1765493936957271,455,-866.25,-262.5,
1765493936960684,525,-743.75,-577.5,
1765493936963921,315,-1067.5,-761.25,
1765493936967324,288.75,-848.75,-647.5,
1765493936970683,315,-787.5,-70,
1765493936974324,113.75,-918.75,-682.5,
1765493936977376,323.75,-743.75,-507.5,
1765493936980714,516.25,-761.25,-201.25,
1765493936983959,481.25,-875,-376.25,
1765493936987376,236.25,-997.5,-402.5,
1765493936990792,218.75,-875,-341.25,
1765493936993984,201.25,-700,-113.75,
1765493936997325,446.25,-848.75,-183.75,
1765493937000626,420,-700,-166.25,
1765493937004148,96.25,-778.75,-210,
1765493937007377,376.25,-770,-35,
1765493937010668,533.75,-1041.25,-8.75,
1765493937014060,490,-813.75,-140,
1765493937017344,560,-787.5,-61.25,
1765493937020691,227.5,-1023.75,-385,
1765493937024001,376.25,-927.5,-323.75,
1765493937027326,568.75,-1006.25,-367.5,
1765493937030702,323.75,-953.75,-481.25,
1765493937034001,463.75,-892.5,-140,
1765493937037335,218.75,-875,-770,
1765493937040627,472.5,-848.75,-288.75,
1765493937044183,822.5,-761.25,-105,
1765493937047378,253.75,-1050,-271.25,
1765493937050626,262.5,-892.5,0,
1765493937054002,306.25,-988.75,52.5,
1765493937057264,778.75,-1032.5,-288.75,
1765493937060668,411.25,-901.25,-210,
1765493937063930,236.25,-1172.5,-113.75,
1765493937067855,315,-901.25,-332.5,
1765493937070839,420,-1050,-315,
1765493937073975,280,-752.5,-385,
1765493937077264,350,-857.5,-253.75,
1765493937081355,315,-945,-262.5,
1765493937086312,481.25,-901.25,-157.5,
1765493937088002,271.25,-673.75,-420,
1765493937091169,516.25,-953.75,-341.25,
1765493937094335,901.25,-1085,-192.5,
1765493937097738,778.75,-1015,-280,
1765493937101038,612.5,-988.75,-236.25,
1765493937104325,472.5,-1041.25,-253.75,
1765493937107662,603.75,-813.75,0,
1765493937111037,446.25,-953.75,-350,
1765493937114352,455,-1006.25,-595,
1765493937117704,148.75,-857.5,-358.75,
1765493937121003,358.75,-910,-621.25,
1765493937124333,533.75,-892.5,-665,
1765493937127661,708.75,-735,-472.5,
1765493937130967,332.5,-910,-210,
1765493937134325,463.75,-840,-621.25,
1765493937137597,481.25,-910,-463.75,
1765493937140823,157.5,-866.25,-393.75,
1765493937144411,376.25,-700,-122.5,
1765493937147714,472.5,-831.25,-551.25,
1765493937151043,306.25,-638.75,-253.75,
1765493937154334,297.5,-682.5,-367.5,
1765493937157709,463.75,-901.25,-323.75,
1765493937161002,358.75,-910,-463.75,
1765493937164313,367.5,-691.25,-218.75,
1765493937167713,393.75,-822.5,-393.75,
1765493937170841,367.5,-717.5,-297.5,
1765493937174266,551.25,-708.75,-498.75,
1765493937177632,402.5,-743.75,-455,
1765493937181050,402.5,-918.75,-647.5,
1765493937184353,411.25,-822.5,-428.75,
1765493937187573,280,-621.25,-560,
1765493937190959,297.5,-1015,-323.75,
1765493937194333,262.5,-918.75,-822.5,
1765493937197670,542.5,-1023.75,-665,
1765493937200876,542.5,-892.5,-892.5,
1765493937204408,367.5,-822.5,-621.25,
1765493937207954,358.75,-936.25,-603.75,
1765493937210918,175,-761.25,-323.75,
1765493937214291,288.75,-691.25,-595,
1765493937217668,350,-962.5,-157.5,
1765493937220958,507.5,-953.75,-253.75,
1765493937224334,446.25,-603.75,-61.25,
1765493937227517,385,-770,-26.25,
1765493937231129,271.25,-883.75,280,
1765493937234233,113.75,-971.25,-175,
1765493937237852,323.75,-1093.75,-70,
1765493937241356,621.25,-726.25,-236.25,
1765493937244338,323.75,-787.5,-577.5,
1765493937247712,175,-971.25,-621.25,
1765493937251043,446.25,-848.75,-262.5,
1765493937254381,393.75,-647.5,-236.25,
1765493937257587,113.75,-1006.25,-376.25,
1765493937260874,472.5,-848.75,-411.25,
1765493937264393,131.25,-953.75,-621.25,
1765493937268233,411.25,-1286.25,-630,
1765493937270990,218.75,-1015,-78.75,
1765493937274302,201.25,-953.75,-350,
1765493937277668,411.25,-735,-481.25,
1765493937281005,192.5,-1172.5,-376.25,
1765493937284264,183.75,-778.75,-402.5,
1765493937287668,525,-831.25,-131.25,
1765493937290960,568.75,-595,-323.75,
1765493937294338,323.75,-1067.5,-271.25,
1765493937297783,262.5,-962.5,43.75,
1765493937300959,376.25,-953.75,87.5,
1765493937304327,577.5,-735,8.75,
1765493937308307,490,-831.25,-78.75,
1765493937310959,428.75,-910,-253.75,
1765493937314190,271.25,-577.5,-87.5,
1765493937317669,428.75,-866.25,-542.5,
1765493937320906,210,-647.5,-43.75,
1765493937324292,131.25,-1067.5,-227.5,
1765493937327627,350,-813.75,-393.75,
1765493937330961,577.5,-726.25,-498.75,
1765493937334292,376.25,-638.75,-192.5,
1765493937337668,612.5,-770,-682.5,
1765493937341002,385,-1023.75,-227.5,
1765493937344291,341.25,-630,-17.5,
1765493937347629,61.25,-560,-446.25,
1765493937351044,306.25,-761.25,-26.25,
1765493937354301,507.5,-761.25,-577.5,
1765493937357628,332.5,-945,-341.25,
1765493937360987,332.5,-962.5,-192.5,
1765493937364409,332.5,-752.5,-341.25,
1765493937367604,-96.25,-1058.75,-288.75,
1765493937370972,122.5,-778.75,-568.75,
1765493937374378,358.75,-901.25,-341.25,
1765493937377666,358.75,-857.5,-131.25,
1765493937380970,612.5,-717.5,-61.25,
1765493937384292,218.75,-936.25,-376.25,
1765493937387701,271.25,-980,-288.75,
1765493937391003,192.5,-1050,-673.75,
1765493937394491,411.25,-1225,-385,
1765493937397670,236.25,-551.25,-52.5,
1765493937400938,271.25,-1041.25,-446.25,
1765493937404458,411.25,-1041.25,-253.75,
1765493937407781,428.75,-988.75,-586.25,
1765493937411169,358.75,-796.25,-472.5,
1765493937414529,656.25,-997.5,-481.25,
1765493937417575,218.75,-822.5,-428.75,
1765493937420935,192.5,-1120,-341.25,
1765493937424471,682.5,-1093.75,-358.75,
1765493937427574,638.75,-892.5,-253.75,
1765493937430960,411.25,-953.75,-323.75,
1765493937434301,175,-831.25,-682.5,
1765493937437669,367.5,-1120,-455,
1765493937441548,376.25,-1128.75,-630,
1765493937444234,350,-1015,-621.25,
1765493937447961,148.75,-735,-393.75,
1765493937451044,201.25,-927.5,-87.5,
1765493937454326,210,-1023.75,-428.75,
1765493937457856,253.75,-883.75,-166.25,
1765493937461003,490,-612.5,-262.5,
1765493937464340,323.75,-971.25,-358.75,
1765493937467669,586.25,-778.75,-245,
1765493937471615,796.25,-603.75,-183.75,
1765493937474378,385,-1076.25,-306.25,
1765493937477633,892.5,-1058.75,-227.5,
1765493937481048,201.25,-533.75,-533.75,
1765493937484292,140,-1015,-393.75,
1765493937487716,437.5,-1093.75,-516.25,
1765493937490961,498.75,-848.75,-525,
1765493937494335,288.75,-778.75,-420,
1765493937497712,297.5,-1032.5,-638.75,
1765493937501003,393.75,-1181.25,-315,
1765493937504336,516.25,-866.25,-647.5,
1765493937507700,201.25,-997.5,-481.25,
1765493937510976,253.75,-1076.25,-253.75,
1765493937514267,393.75,-796.25,-271.25,
1765493937517648,87.5,-848.75,-122.5,
1765493937521044,516.25,-726.25,-288.75,
1765493937524292,411.25,-778.75,131.25,
1765493937527669,533.75,-822.5,-131.25,
1765493937531046,367.5,-1085,-87.5,
1765493937534337,420,-840,-96.25,
1765493937537628,638.75,-630,148.75,
1765493937540949,472.5,-743.75,8.75,
1765493937544326,-26.25,-1076.25,-35,
1765493937547551,542.5,-831.25,17.5,
1765493937551326,385,-647.5,-61.25,
1765493937554338,533.75,-1032.5,-148.75,
1765493937557545,262.5,-761.25,-726.25,
1765493937561132,595,-1015,-437.5,
1765493937564411,140,-805,-183.75,
1765493937568142,148.75,-1155,-612.5,
1765493937571177,43.75,-875,-673.75,
1765493937574326,472.5,-1172.5,-735,
1765493937577669,78.75,-997.5,-577.5,
1765493937580983,183.75,-595,-262.5,
1765493937584265,542.5,-1365,-201.25,
1765493937587794,332.5,-507.5,-498.75,
1765493937590879,315,-656.25,-236.25,
1765493937594303,577.5,-848.75,-332.5,
1765493937598268,315,-735,-201.25,
1765493937601004,253.75,-875,-35,
1765493937605830,472.5,-787.5,-157.5,
1765493937608593,341.25,-857.5,-472.5,
1765493937611429,525,-1006.25,-157.5,
1765493937614339,638.75,-525,-201.25,
1765493937617953,192.5,-603.75,-490,
1765493937620940,218.75,-822.5,-630,
1765493937624328,700,-1058.75,-262.5,
1765493937628342,183.75,-910,-498.75,
1765493937631026,507.5,-953.75,-498.75,
1765493937634541,358.75,-918.75,-743.75,
1765493937637671,656.25,-840,-35,
1765493937641019,586.25,-708.75,-568.75,
1765493937656012,245,-875,-437.5,
1765493937658474,411.25,-1137.5,-280,
1765493937666114,402.5,-1015,17.5,
1765493937674494,131.25,-796.25,-288.75,
1765493937683005,192.5,-910,-481.25,
1765493937700977,245,-735,-481.25,
1765493937702999,271.25,-857.5,-376.25,
1765493937706162,271.25,-1225,-315,
1765493937709341,498.75,-962.5,-253.75,
1765493937712570,323.75,-1260,-358.75,
1765493937716064,411.25,-1093.75,-297.5,
1765493937719133,253.75,-665,-262.5,
1765493937722629,472.5,-988.75,61.25,
1765493937725629,323.75,-883.75,26.25,
1765493937729089,341.25,-700,-463.75,
1765493937732483,437.5,-962.5,-420,
1765493937735680,87.5,-1067.5,-472.5,
1765493937739089,122.5,-1067.5,-385,
1765493937742383,105,-1015,-498.75,
1765493937745857,0,-910,-586.25,
1765493937749129,778.75,-883.75,-157.5,
1765493937753909,280,-743.75,-490,
1765493937755564,533.75,-638.75,-306.25,
1765493937758782,43.75,-962.5,-323.75,
1765493937762289,297.5,-778.75,-385,
1765493937765687,306.25,-735,-166.25,
1765493937769046,411.25,-770,-52.5,
1765493937772192,315,-805,-96.25,
1765493937775687,516.25,-1006.25,-183.75,
1765493937779129,271.25,-848.75,-586.25,
1765493937782380,717.5,-953.75,-210,
1765493937785730,507.5,-1023.75,-297.5,
1765493937788985,271.25,-910,-306.25,
1765493937792670,288.75,-901.25,-542.5,
1765493937795712,472.5,-953.75,-148.75,
1765493937799013,437.5,-875,-148.75,
1765493937802409,612.5,-962.5,-673.75,
1765493937805702,551.25,-1303.75,-682.5,
1765493937809039,341.25,-997.5,-315,
1765493937812340,498.75,-761.25,-726.25,
1765493937815841,332.5,-1120,-157.5,
1765493937819139,306.25,-1102.5,-262.5,
1765493937822384,393.75,-1041.25,-192.5,
1765493937825690,192.5,-700,-43.75,
1765493937829080,262.5,-1128.75,-192.5,
1765493937832379,367.5,-787.5,-183.75,
1765493937835715,595,-813.75,-341.25,
1765493937839143,192.5,-498.75,-78.75,
1765493937842381,192.5,-568.75,78.75,
1765493937845978,367.5,-1050,-35,
1765493937849045,183.75,-945,-70,
1765493937852327,341.25,-918.75,-87.5,
1765493937855686,455,-726.25,-385,
1765493937859045,437.5,-1023.75,-227.5,
1765493937862293,183.75,-866.25,-490,
1765493937865670,96.25,-840,-420,
1765493937869004,210,-997.5,-402.5,
1765493937872266,603.75,-1277.5,-525,
1765493937875575,148.75,-980,-708.75,
1765493937879293,385,-883.75,-717.5,
1765493937882379,218.75,-918.75,-385,
1765493937885685,-43.75,-927.5,-516.25,
1765493937888982,306.25,-892.5,-420,
1765493937892413,437.5,-1023.75,-192.5,
1765493937896088,323.75,-1041.25,-481.25,
1765493937899109,297.5,-971.25,-166.25,
1765493937902704,183.75,-1137.5,-122.5,
1765493937905665,175,-673.75,-271.25,
1765493937909019,402.5,-813.75,-131.25,
1765493937912330,437.5,-866.25,-43.75,
1765493937915711,0,-1058.75,-218.75,
1765493937919045,227.5,-848.75,-463.75,
1765493937922334,78.75,-866.25,-332.5,
1765493937925829,297.5,-682.5,-262.5,
1765493937929170,148.75,-953.75,-498.75,
1765493937932380,498.75,-805,-428.75,
1765493937935716,183.75,-883.75,-306.25,
1765493937939065,770,-708.75,-551.25,
1765493937942853,402.5,-875,-621.25,
1765493937945937,70,-778.75,-411.25,
1765493937949111,446.25,-1058.75,-507.5,
1765493937952328,52.5,-805,-595,
1765493937955627,376.25,-595,-428.75,
1765493937959328,498.75,-612.5,-630,
1765493937962474,341.25,-551.25,-472.5,
1765493937965993,315,-936.25,-280,
1765493937969159,78.75,-1093.75,-341.25,
1765493937972427,472.5,-927.5,-236.25,
1765493937975691,323.75,-857.5,-105,
1765493937979005,472.5,-936.25,-385,
1765493937982551,262.5,-953.75,-8.75,
1765493937985630,323.75,-805,-297.5,
1765493937989388,490,-857.5,-446.25,
1765493937992460,350,-1120,-437.5,
1765493937995671,358.75,-1093.75,-761.25,
1765493937999328,621.25,-1128.75,-595,
1765493938002644,455,-831.25,-542.5,
1765493938005712,332.5,-962.5,-673.75,
1765493938009005,122.5,-743.75,-533.75,
1765493938012325,350,-910,-341.25,
1765493938016236,201.25,-840,-367.5,
1765493938019046,700,-997.5,-140,
1765493938022224,638.75,-953.75,-367.5,
1765493938025712,350,-1190,-105,
1765493938029019,297.5,-1023.75,-236.25,
1765493938032194,385,-822.5,-288.75,
1765493938035712,280,-621.25,-105,
1765493938039046,577.5,-778.75,-218.75,
1765493938042380,472.5,-953.75,-35,
1765493938045671,288.75,-980,-245,
1765493938049005,420,-1128.75,-315,
1765493938052380,61.25,-997.5,-446.25,
1765493938055712,262.5,-1050,-682.5,
1765493938059019,271.25,-1023.75,-525,
1765493938062380,332.5,-761.25,-472.5,
1765493938065712,122.5,-840,-446.25,
1765493938069005,516.25,-1225,-481.25,
1765493938072380,201.25,-901.25,-376.25,
1765493938075630,131.25,-936.25,-157.5,
1765493938079122,35,-813.75,-113.75,
1765493938082382,455,-735,-113.75,
1765493938085688,446.25,-1146.25,61.25,
1765493938089035,533.75,-1023.75,0,
1765493938092337,253.75,-568.75,17.5,
1765493938095910,0,-962.5,148.75,
1765493938099047,656.25,-1163.75,-166.25,
1765493938102380,437.5,-875,-183.75,
1765493938105687,568.75,-997.5,-157.5,
1765493938109046,700,-848.75,-288.75,
1765493938112577,236.25,-1032.5,-507.5,
1765493938115631,402.5,-1137.5,-551.25,
1765493938118984,52.5,-516.25,-560,
1765493938122340,428.75,-927.5,-577.5,
1765493938125715,218.75,-988.75,-376.25,
1765493938129006,271.25,-1102.5,-446.25,
1765493938132343,43.75,-682.5,-656.25,
1765493938135767,175,-857.5,-647.5,
1765493938139046,280,-691.25,-227.5,
1765493938142381,280,-1032.5,-647.5,
1765493938145691,341.25,-848.75,-17.5,
1765493938149048,393.75,-910,-78.75,
1765493938152437,271.25,-735,-70,
1765493938155694,192.5,-1058.75,8.75,
1765493938159005,271.25,-796.25,-192.5,
1765493938162227,428.75,-1023.75,-17.5,
1765493938165660,87.5,-813.75,-385,
1765493938169005,437.5,-822.5,-402.5,
1765493938172472,280,-1067.5,-463.75,
1765493938175671,420,-936.25,-551.25,
1765493938179019,437.5,-752.5,-691.25,
1765493938182341,315,-953.75,-673.75,
1765493938185817,630,-761.25,-927.5,
1765493938189132,393.75,-918.75,-953.75,
1765493938192505,708.75,-700,-700,
1765493938195671,542.5,-1146.25,-498.75,
1765493938199243,332.5,-603.75,-411.25,
1765493938202472,428.75,-778.75,-603.75,
1765493938205671,385,-813.75,-367.5,
1765493938209046,446.25,-673.75,-367.5,
1765493938212339,122.5,-700,-367.5,
1765493938215662,332.5,-971.25,-271.25,
1765493938219677,621.25,-1120,-166.25,
1765493938222311,271.25,-507.5,-323.75,
1765493938225906,315,-813.75,-393.75,
1765493938229171,481.25,-927.5,-595,
1765493938232340,463.75,-691.25,-551.25,
1765493938236382,411.25,-743.75,-665,
1765493938239382,315,-831.25,-752.5,
1765493938242427,612.5,-665,-726.25,
1765493938245720,236.25,-813.75,-813.75,
1765493938249133,507.5,-953.75,-621.25,
1765493938252354,595,-813.75,-743.75,
1765493938255713,315,-901.25,-787.5,
1765493938259047,376.25,-1076.25,-612.5,
1765493938262331,166.25,-813.75,-341.25,
1765493938265882,210,-953.75,-166.25,
1765493938269020,656.25,-892.5,-8.75,
1765493938272576,691.25,-717.5,0,
1765493938275713,665,-918.75,-236.25,
1765493938279005,516.25,-735,166.25,
1765493938282297,603.75,-665,-35,
1765493938285717,577.5,-953.75,-218.75,
1765493938289046,148.75,-796.25,-385,
1765493938292380,446.25,-971.25,-402.5,
1765493938295715,516.25,-927.5,-323.75,
1765493938299506,105,-490,-350,
1765493938302519,507.5,-848.75,-525,
1765493938305837,-61.25,-857.5,-586.25,
1765493938309047,393.75,-962.5,-507.5,
1765493938312368,192.5,-831.25,-35,
1765493938315860,148.75,-840,-682.5,
1765493938319237,560,-1006.25,-358.75,
1765493938322463,157.5,-743.75,-446.25,
1765493938325720,411.25,-717.5,-323.75,
1765493938329136,446.25,-901.25,-245,
1765493938332506,516.25,-953.75,-393.75,
1765493938335717,507.5,-735,-122.5,
1765493938339020,376.25,-743.75,-87.5,
1765493938342577,358.75,-1163.75,-376.25,
1765493938345717,953.75,-980,-96.25,
1765493938349047,385,-1041.25,-148.75,
1765493938352343,341.25,-1006.25,113.75,
1765493938355717,218.75,-892.5,-376.25,
1765493938359188,542.5,-875,-218.75,
1765493938362382,218.75,-1050,-367.5,
1765493938365760,533.75,-953.75,-201.25,
1765493938369020,-8.75,-761.25,-315,
1765493938372547,43.75,-761.25,-472.5,
1765493938375714,323.75,-796.25,-323.75,
1765493938379063,437.5,-761.25,-455,
1765493938382309,323.75,-988.75,-481.25,
1765493938385799,253.75,-936.25,-253.75,
1765493938389506,376.25,-1242.5,-358.75,
1765493938392381,700,-1058.75,-113.75,
1765493938395797,376.25,-770,-183.75,
1765493938399238,411.25,-1085,-175,
1765493938402411,498.75,-1172.5,-192.5,
1765493938405713,131.25,-980,-288.75,
1765493938409047,306.25,-883.75,-323.75,
1765493938412338,490,-848.75,-568.75,
1765493938415854,577.5,-1058.75,-385,
1765493938418990,603.75,-708.75,-192.5,
1765493938422381,17.5,-1041.25,-560,
1765493938425766,533.75,-778.75,-638.75,
1765493938429862,630,-892.5,-612.5,
1765493938433839,26.25,-901.25,-315,
1765493938435713,551.25,-848.75,-105,
